Unique_ID,Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date,Date
S5617-277,S5617,277.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Extra (PDP),CIGNA,01/01/2006,2019-09-01
S5617-297,S5617,297.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-296,S5617,296.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-295,S5617,295.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-294,S5617,294.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-293,S5617,293.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-292,S5617,292.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-291,S5617,291.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-290,S5617,290.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-289,S5617,289.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-276,S5617,276.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Extra (PDP),CIGNA,01/01/2006,2019-09-01
S5617-288,S5617,288.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-286,S5617,286.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-285,S5617,285.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-284,S5617,284.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-283,S5617,283.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-282,S5617,282.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-281,S5617,281.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-280,S5617,280.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5617-279,S5617,279.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Extra (PDP),CIGNA,01/01/2006,2019-09-01
S5617-278,S5617,278.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Extra (PDP),CIGNA,01/01/2006,2019-09-01
S5617-287,S5617,287.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna,Cigna-HealthSpring Rx Secure-Essential (PDP),CIGNA,01/01/2006,2019-09-01
S5820-35,S5820,35.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,AARP MedicareRx Preferred (PDP),"UnitedHealth Group, Inc.",01/01/2006,2019-09-01
S5660-133,S5660,133.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Value (PDP),CIGNA,01/01/2006,2019-09-01
S5660-135,S5660,135.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Value (PDP),CIGNA,01/01/2006,2019-09-01
S5660-250,S5660,250.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-249,S5660,249.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-248,S5660,248.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-247,S5660,247.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-246,S5660,246.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-245,S5660,245.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-244,S5660,244.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-243,S5660,243.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-242,S5660,242.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-251,S5660,251.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-241,S5660,241.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-239,S5660,239.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-238,S5660,238.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-237,S5660,237.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-236,S5660,236.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-235,S5660,235.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-234,S5660,234.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-233,S5660,233.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-232,S5660,232.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-231,S5660,231.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-240,S5660,240.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-230,S5660,230.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-801,S5660,801.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare (PDP),CIGNA,01/01/2006,2019-09-01
S5660-803,S5660,803.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare (PDP),CIGNA,01/01/2006,2019-09-01
S5715-811,S5715,811.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5715-809,S5715,809.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5715-807,S5715,807.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5715-803,S5715,803.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5715-802,S5715,802.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5715-801,S5715,801.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5715-15,S5715,15.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx Basic (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5715-14,S5715,14.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx Basic (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5715-13,S5715,13.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx Basic (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5660-802,S5660,802.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare (PDP),CIGNA,01/01/2006,2019-09-01
S5715-12,S5715,12.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx Basic (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5715-10,S5715,10.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx Value (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5715-6,S5715,6.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx Plus (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5715-5,S5715,5.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx Value (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5715-4,S5715,4.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx Plus (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5715-3,S5715,3.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx Value (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5715-2,S5715,2.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx Plus (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5715-1,S5715,1.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx Value (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5660-806,S5660,806.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare (PDP),CIGNA,01/01/2006,2019-09-01
S5660-804,S5660,804.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,Yes,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare (PDP),CIGNA,01/01/2006,2019-09-01
S5715-11,S5715,11.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,HCSC INSURANCE SERVICES COMPANY,"Blue Cross and Blue Shield of IL, NM, OK, TX",Blue Cross MedicareRx Plus (PDP),Health Care Service Corporation,01/01/2006,2019-09-01
S5660-134,S5660,134.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Value (PDP),CIGNA,01/01/2006,2019-09-01
S5660-229,S5660,229.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-227,S5660,227.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-199,S5660,199.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-198,S5660,198.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-197,S5660,197.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-196,S5660,196.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-195,S5660,195.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-194,S5660,194.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-192,S5660,192.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-190,S5660,190.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-187,S5660,187.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-202,S5660,202.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-186,S5660,186.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-184,S5660,184.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-183,S5660,183.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-182,S5660,182.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-181,S5660,181.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-180,S5660,180.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-176,S5660,176.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-172,S5660,172.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-137,S5660,137.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Value (PDP),CIGNA,01/01/2006,2019-09-01
S5660-136,S5660,136.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Value (PDP),CIGNA,01/01/2006,2019-09-01
S5660-185,S5660,185.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-228,S5660,228.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-203,S5660,203.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-206,S5660,206.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Choice (PDP),CIGNA,01/01/2006,2019-09-01
S5660-226,S5660,226.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-225,S5660,225.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-224,S5660,224.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
S5660-223,S5660,223.0,Medicare Prescription Drug Plan,Medicare Prescription Drug Plan,Yes,No,No,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT NY,Express Scripts Medicare,Express Scripts Medicare - Saver (PDP),CIGNA,01/01/2006,2019-09-01
